"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"bBByVmEG/","/soccer/spain/primera-division-2011-2012/real-madrid-getafe-bBByVmEG/",TRUE,2011-09-10,"SP1","2012","spain","Real Madrid","Getafe",4,2,1.09,14.2,37.6,NA,NA,NA,NA
"CWQbQzXQ/","/soccer/france/ligue-1-2011-2012/st-etienne-lille-CWQbQzXQ/",TRUE,2011-09-10,"F1","2012","france","St Etienne","Lille",1,3,3.65,3.15,2.44,NA,NA,NA,NA
"EeJm6Fue/","/soccer/france/ligue-1-2011-2012/caen-toulouse-EeJm6Fue/",TRUE,2011-09-10,"F1","2012","france","Caen","Toulouse",0,1,2.64,3.13,3.25,NA,NA,NA,NA
"ID3RLfur/","/soccer/france/ligue-1-2011-2012/sochaux-lorient-ID3RLfur/",TRUE,2011-09-10,"F1","2012","france","Sochaux","Lorient",1,1,2.54,3.19,3.4,NA,NA,NA,NA
"IkBMWzY7/","/soccer/england/premier-league-2011-2012/bolton-manchester-united-IkBMWzY7/",FALSE,2011-09-10,"E0","2012","england","Bolton","Manchester Utd",0,5,9.41,5.5,1.39,NA,NA,NA,NA
"IToDFeme/","/soccer/germany/bundesliga-2011-2012/dortmund-hertha-berlin-IToDFeme/",TRUE,2011-09-10,"D1","2012","germany","Borussia Dortmund","Hertha Berlin",1,2,1.45,4.9,9.19,NA,NA,NA,NA
"ITPv8yBr/","/soccer/france/ligue-1-2011-2012/ac-ajaccio-valenciennes-ITPv8yBr/",TRUE,2011-09-10,"F1","2012","france","AC Ajaccio","Valenciennes",3,1,3.31,3,2.76,NA,NA,NA,NA
"KhMe4gA7/","/soccer/france/ligue-1-2011-2012/marseille-rennes-KhMe4gA7/",TRUE,2011-09-10,"F1","2012","france","Marseille","Stade Rennes",0,1,1.7,3.9,6.99,NA,NA,NA,NA
"n3jHEF21/","/soccer/germany/bundesliga-2011-2012/bayern-munich-freiburg-n3jHEF21/",TRUE,2011-09-10,"D1","2012","germany","Bayern Munich","SC Freiburg",7,0,1.18,9.6,19,NA,NA,NA,NA
"n9s9ZBao/","/soccer/spain/primera-division-2011-2012/villarreal-sevilla-n9s9ZBao/",TRUE,2011-09-10,"SP1","2012","spain","Villarreal","Sevilla",2,2,2.54,3.6,3.26,NA,NA,NA,NA
"nqCF8Xh2/","/soccer/england/premier-league-2011-2012/arsenal-swansea-nqCF8Xh2/",FALSE,2011-09-10,"E0","2012","england","Arsenal","Swansea",1,0,1.42,4.8,10.25,NA,NA,NA,NA
"pKeGywAE/","/soccer/germany/bundesliga-2011-2012/vfb-stuttgart-hannover-pKeGywAE/",TRUE,2011-09-10,"D1","2012","germany","VfB Stuttgart","Hannover 96",3,0,1.85,3.95,4.7,NA,NA,NA,NA
"pUU3mdIl/","/soccer/england/premier-league-2011-2012/stoke-city-liverpool-pUU3mdIl/",FALSE,2011-09-10,"E0","2012","england","Stoke City","Liverpool",1,0,4,3.49,2.16,NA,NA,NA,NA
"QgkLDZH7/","/soccer/germany/bundesliga-2011-2012/werder-bremen-hamburger-QgkLDZH7/",TRUE,2011-09-10,"D1","2012","germany","Werder Bremen","Hamburg SV",2,0,1.74,4.2,5.3,NA,NA,NA,NA
"ShK8nGXf/","/soccer/england/premier-league-2011-2012/sunderland-chelsea-ShK8nGXf/",FALSE,2011-09-10,"E0","2012","england","Sunderland","Chelsea",1,2,6,4,1.69,NA,NA,NA,NA
"vJhKQJeo/","/soccer/spain/primera-division-2011-2012/real-sociedad-barcelona-vJhKQJeo/",TRUE,2011-09-10,"SP1","2012","spain","Real Sociedad","Barcelona",2,2,15.51,7.2,1.25,NA,NA,NA,NA
"WGiCxJf8/","/soccer/germany/bundesliga-2011-2012/mainz-hoffenheim-WGiCxJf8/",TRUE,2011-09-10,"D1","2012","germany","Mainz","TSG Hoffenheim",0,4,2.16,3.65,3.8,NA,NA,NA,NA
"WxHLgbuL/","/soccer/england/premier-league-2011-2012/manchester-city-wigan-WxHLgbuL/",FALSE,2011-09-10,"E0","2012","england","Manchester City","Wigan",3,0,1.2,8.19,19,NA,NA,NA,NA
"z5Kq7eQl/","/soccer/france/ligue-1-2011-2012/bordeaux-evian-tg-z5Kq7eQl/",TRUE,2011-09-10,"F1","2012","france","Bordeaux","Evian Thonon Gaillard",0,0,1.7,3.85,6.6,NA,NA,NA,NA
"zBNCeKA8/","/soccer/england/premier-league-2011-2012/everton-aston-villa-zBNCeKA8/",FALSE,2011-09-10,"E0","2012","england","Everton","Aston Villa",2,2,2.02,3.55,4.59,NA,NA,NA,NA
"zesOOHnH/","/soccer/italy/serie-a-2011-2012/cesena-napoli-zesOOHnH/",TRUE,2011-09-10,"I1","2012","italy","Cesena","Napoli",1,3,4.2,3.37,2.12,NA,NA,NA,NA
"2c1hVamU/","/soccer/spain/primera-division-2011-2012/osasuna-gijon-2c1hVamU/",TRUE,2011-09-11,"SP1","2012","spain","Osasuna","Sporting Gijon",2,1,2.08,3.45,4.3,NA,NA,NA,NA
"46NjSd2E/","/soccer/france/ligue-1-2011-2012/nancy-auxerre-46NjSd2E/",TRUE,2011-09-11,"F1","2012","france","AS Nancy Lorraine","AJ Auxerre",0,0,3.1,3.06,3.09,NA,NA,NA,NA
"Ait1vcn4/","/soccer/italy/serie-a-2011-2012/palermo-inter-Ait1vcn4/",TRUE,2011-09-11,"I1","2012","italy","Palermo","Internazionale",4,3,4,3.45,2.16,NA,NA,NA,NA
"ATFPhIfR/","/soccer/england/premier-league-2011-2012/norwich-west-brom-ATFPhIfR/",FALSE,2011-09-11,"E0","2012","england","Norwich City","West Brom",0,1,2.96,3.48,2.86,NA,NA,NA,NA
"bRgKW9q4/","/soccer/spain/primera-division-2011-2012/espanyol-ath-bilbao-bRgKW9q4/",TRUE,2011-09-11,"SP1","2012","spain","Espanyol","Athletic Bilbao",2,1,2.48,3.45,3.2,NA,NA,NA,NA
"E1MGfvQE/","/soccer/england/premier-league-2011-2012/fulham-blackburn-E1MGfvQE/",FALSE,2011-09-11,"E0","2012","england","Fulham","Blackburn",1,1,1.73,4,5.77,NA,NA,NA,NA
"EotSNy2N/","/soccer/italy/serie-a-2011-2012/chievo-novara-EotSNy2N/",TRUE,2011-09-11,"I1","2012","italy","Chievo Verona","Novara",2,2,1.86,3.65,5.3,NA,NA,NA,NA
"hYAuU7TM/","/soccer/spain/primera-division-2011-2012/santander-levante-hYAuU7TM/",TRUE,2011-09-11,"SP1","2012","spain","Racing Santander","Levante",0,0,2.41,3.46,3.46,NA,NA,NA,NA
"IXgOZGvR/","/soccer/germany/bundesliga-2011-2012/wolfsburg-schalke-IXgOZGvR/",TRUE,2011-09-11,"D1","2012","germany","VfL Wolfsburg","Schalke 04",2,1,3.56,3.9,2.73,NA,NA,NA,NA
"jiZlsa2o/","/soccer/italy/serie-a-2011-2012/juventus-parma-jiZlsa2o/",TRUE,2011-09-11,"I1","2012","italy","Juventus","Parma",4,1,1.79,4.18,7.66,NA,NA,NA,NA
"KzeGXkUc/","/soccer/spain/primera-division-2011-2012/betis-mallorca-KzeGXkUc/",TRUE,2011-09-11,"SP1","2012","spain","Real Betis","Mallorca",1,0,1.89,4,5.4,NA,NA,NA,NA
"lxhhtJHi/","/soccer/italy/serie-a-2011-2012/lecce-udinese-lxhhtJHi/",TRUE,2011-09-11,"I1","2012","italy","Lecce","Udinese",0,2,3.25,3.46,2.46,NA,NA,NA,NA
"QFOnTxm8/","/soccer/france/ligue-1-2011-2012/montpellier-nice-QFOnTxm8/",TRUE,2011-09-11,"F1","2012","france","Montpellier","Nice",1,0,1.79,3.7,6.8,NA,NA,NA,NA
"tjqPVTbA/","/soccer/spain/primera-division-2011-2012/rayo-vallecano-zaragoza-tjqPVTbA/",TRUE,2011-09-11,"SP1","2012","spain","Rayo Vallecano","Real Zaragoza",0,0,2.15,3.65,3.75,NA,NA,NA,NA
"tYsKPcXA/","/soccer/italy/serie-a-2011-2012/catania-siena-tYsKPcXA/",TRUE,2011-09-11,"I1","2012","italy","Catania","Siena",0,0,2.27,3.18,4,NA,NA,NA,NA
"vRp5wH1A/","/soccer/italy/serie-a-2011-2012/as-roma-cagliari-vRp5wH1A/",TRUE,2011-09-11,"I1","2012","italy","AS Roma","Cagliari",1,2,1.77,4.03,7.14,NA,NA,NA,NA
"vseKzcPK/","/soccer/germany/bundesliga-2011-2012/koln-nurnberg-vseKzcPK/",TRUE,2011-09-11,"D1","2012","germany","FC Cologne","Nurnberg",1,2,2.84,3.64,2.9,NA,NA,NA,NA
"WMzXMeHT/","/soccer/italy/serie-a-2011-2012/fiorentina-bologna-WMzXMeHT/",TRUE,2011-09-11,"I1","2012","italy","Fiorentina","Bologna",2,0,1.68,3.7,7.4,NA,NA,NA,NA
"YuSfRGHK/","/soccer/france/ligue-1-2011-2012/paris-sg-brest-YuSfRGHK/",TRUE,2011-09-11,"F1","2012","france","Paris Saint-Germain","Brest",1,0,1.37,5.4,14.16,NA,NA,NA,NA
"YVMbIFPp/","/soccer/italy/serie-a-2011-2012/genoa-atalanta-YVMbIFPp/",FALSE,2011-09-11,"I1","2012","italy","Genoa","Atalanta",2,2,1.89,3.55,5.2,NA,NA,NA,NA
"QatDYVEi/","/soccer/spain/primera-division-2011-2012/malaga-granada-cf-QatDYVEi/",FALSE,2011-09-12,"SP1","2012","spain","Malaga","Granada",4,0,1.53,4.5,7.6,NA,NA,NA,NA
"S82ilx3r/","/soccer/england/premier-league-2011-2012/qpr-newcastle-utd-S82ilx3r/",FALSE,2011-09-12,"E0","2012","england","QPR","Newcastle",0,0,2.54,3.34,3.25,NA,NA,NA,NA
"lb7VXT8t/","/soccer/germany/bundesliga-2011-2012/freiburg-vfb-stuttgart-lb7VXT8t/",TRUE,2011-09-16,"D1","2012","germany","SC Freiburg","VfB Stuttgart",1,2,3.8,3.83,2.08,NA,NA,NA,NA
"04PCiQzK/","/soccer/england/premier-league-2011-2012/everton-wigan-04PCiQzK/",FALSE,2011-09-17,"E0","2012","england","Everton","Wigan",3,1,1.53,4.4,8.5,NA,NA,NA,NA
"0KXFpf27/","/soccer/england/premier-league-2011-2012/aston-villa-newcastle-utd-0KXFpf27/",FALSE,2011-09-17,"E0","2012","england","Aston Villa","Newcastle",1,1,1.95,3.55,4.8,NA,NA,NA,NA
"2TeFpTD3/","/soccer/spain/primera-division-2011-2012/mallorca-malaga-2TeFpTD3/",TRUE,2011-09-17,"SP1","2012","spain","Mallorca","Malaga",0,1,3.15,3.45,2.54,NA,NA,NA,NA
"44O5XGV2/","/soccer/england/premier-league-2011-2012/swansea-west-brom-44O5XGV2/",FALSE,2011-09-17,"E0","2012","england","Swansea","West Brom",3,0,2.86,3.35,2.84,NA,NA,NA,NA
"8U26nkqi/","/soccer/spain/primera-division-2011-2012/sevilla-real-sociedad-8U26nkqi/",TRUE,2011-09-17,"SP1","2012","spain","Sevilla","Real Sociedad",1,0,1.56,4.41,7.2,NA,NA,NA,NA
"bD0suznK/","/soccer/france/ligue-1-2011-2012/nice-ac-ajaccio-bD0suznK/",FALSE,2011-09-17,"F1","2012","france","Nice","AC Ajaccio",3,0,2.02,3.4,4.8,NA,NA,NA,NA
"CIiCOoip/","/soccer/spain/primera-division-2011-2012/gijon-valencia-CIiCOoip/",TRUE,2011-09-17,"SP1","2012","spain","Sporting Gijon","Valencia",0,1,3.65,3.5,2.25,NA,NA,NA,NA
"CKtIYXOm/","/soccer/france/ligue-1-2011-2012/valenciennes-dijon-CKtIYXOm/",TRUE,2011-09-17,"F1","2012","france","Valenciennes","Dijon FCO",4,0,1.79,3.55,6,NA,NA,NA,NA
"CYq2kdvE/","/soccer/germany/bundesliga-2011-2012/nurnberg-werder-bremen-CYq2kdvE/",TRUE,2011-09-17,"D1","2012","germany","Nurnberg","Werder Bremen",1,1,2.74,3.75,2.7,NA,NA,NA,NA
"EXndVh9j/","/soccer/italy/serie-a-2011-2012/inter-as-roma-EXndVh9j/",TRUE,2011-09-17,"I1","2012","italy","Internazionale","AS Roma",0,0,1.97,3.76,4.42,NA,NA,NA,NA
"I11QzFoT/","/soccer/italy/serie-a-2011-2012/cagliari-novara-I11QzFoT/",TRUE,2011-09-17,"I1","2012","italy","Cagliari","Novara",2,1,1.68,3.8,7,NA,NA,NA,NA
"j9jGN56j/","/soccer/spain/primera-division-2011-2012/barcelona-osasuna-j9jGN56j/",TRUE,2011-09-17,"SP1","2012","spain","Barcelona","Osasuna",8,0,1.1,13,35,NA,NA,NA,NA
"jsS3q2r0/","/soccer/england/premier-league-2011-2012/wolves-qpr-jsS3q2r0/",FALSE,2011-09-17,"E0","2012","england","Wolves","QPR",0,3,2.2,3.4,3.95,NA,NA,NA,NA
"K46Ao9bc/","/soccer/spain/primera-division-2011-2012/granada-cf-villarreal-K46Ao9bc/",FALSE,2011-09-17,"SP1","2012","spain","Granada","Villarreal",1,0,2.82,3.4,2.89,NA,NA,NA,NA
"lboqICv7/","/soccer/france/ligue-1-2011-2012/lille-sochaux-lboqICv7/",TRUE,2011-09-17,"F1","2012","france","Lille","Sochaux",2,2,1.46,4.59,9.6,NA,NA,NA,NA
"n1L8h6LD/","/soccer/england/premier-league-2011-2012/bolton-norwich-n1L8h6LD/",FALSE,2011-09-17,"E0","2012","england","Bolton","Norwich City",1,2,1.88,3.75,4.9,NA,NA,NA,NA
"przaTEHf/","/soccer/germany/bundesliga-2011-2012/bayer-leverkusen-koln-przaTEHf/",TRUE,2011-09-17,"D1","2012","germany","Bayer Leverkusen","FC Cologne",1,4,1.41,5.43,9.4,NA,NA,NA,NA
"rc0vW7wg/","/soccer/germany/bundesliga-2011-2012/hoffenheim-wolfsburg-rc0vW7wg/",TRUE,2011-09-17,"D1","2012","germany","TSG Hoffenheim","VfL Wolfsburg",3,1,1.97,3.95,4.13,NA,NA,NA,NA
"roxEZD9s/","/soccer/france/ligue-1-2011-2012/toulouse-bordeaux-roxEZD9s/",TRUE,2011-09-17,"F1","2012","france","Toulouse","Bordeaux",3,2,2.58,3.17,3.35,NA,NA,NA,NA
"SlpmHWgD/","/soccer/france/ligue-1-2011-2012/lorient-st-etienne-SlpmHWgD/",TRUE,2011-09-17,"F1","2012","france","Lorient","St Etienne",3,0,2.06,3.3,4.7,NA,NA,NA,NA
"tAT7Rhn7/","/soccer/germany/bundesliga-2011-2012/hamburger-b-monchengladbach-tAT7Rhn7/",TRUE,2011-09-17,"D1","2012","germany","Hamburg SV","Borussia Monchengladbach",0,1,2.6,3.65,2.88,NA,NA,NA,NA
"UeVsKY9f/","/soccer/france/ligue-1-2011-2012/brest-montpellier-UeVsKY9f/",TRUE,2011-09-17,"F1","2012","france","Brest","Montpellier",2,2,3.1,3.08,2.84,NA,NA,NA,NA
"vBWJqEHD/","/soccer/england/premier-league-2011-2012/blackburn-arsenal-vBWJqEHD/",FALSE,2011-09-17,"E0","2012","england","Blackburn","Arsenal",4,3,4,3.7,2.12,NA,NA,NA,NA
"WMdzXmOn/","/soccer/germany/bundesliga-2011-2012/kaiserslautern-mainz-WMdzXmOn/",TRUE,2011-09-17,"D1","2012","germany","Kaiserslautern","Mainz",3,1,2.96,3.51,2.62,NA,NA,NA,NA
"xKarVRha/","/soccer/germany/bundesliga-2011-2012/hertha-berlin-augsburg-xKarVRha/",TRUE,2011-09-17,"D1","2012","germany","Hertha Berlin","FC Augsburg",2,2,1.59,4.37,7,NA,NA,NA,NA
"zZVwLEfl/","/soccer/france/ligue-1-2011-2012/auxerre-caen-zZVwLEfl/",TRUE,2011-09-17,"F1","2012","france","AJ Auxerre","Caen",1,1,1.9,3.47,5.3,NA,NA,NA,NA
"4bcMyeWM/","/soccer/italy/serie-a-2011-2012/bologna-lecce-4bcMyeWM/",TRUE,2011-09-18,"I1","2012","italy","Bologna","Lecce",0,2,2,3.35,4.8,NA,NA,NA,NA
"8nUoJhP0/","/soccer/france/ligue-1-2011-2012/evian-tg-paris-sg-8nUoJhP0/",TRUE,2011-09-18,"F1","2012","france","Evian Thonon Gaillard","Paris Saint-Germain",2,2,4.3,3.35,2.1,NA,NA,NA,NA
"AgaNr7rG/","/soccer/spain/primera-division-2011-2012/zaragoza-espanyol-AgaNr7rG/",TRUE,2011-09-18,"SP1","2012","spain","Real Zaragoza","Espanyol",2,1,2.44,3.3,3.4,NA,NA,NA,NA
"bov3SYW0/","/soccer/germany/bundesliga-2011-2012/schalke-bayern-munich-bov3SYW0/",TRUE,2011-09-18,"D1","2012","germany","Schalke 04","Bayern Munich",0,2,4.76,3.95,1.85,NA,NA,NA,NA
"CpxqkfoG/","/soccer/italy/serie-a-2011-2012/udinese-fiorentina-CpxqkfoG/",TRUE,2011-09-18,"I1","2012","italy","Udinese","Fiorentina",2,0,2.31,3.29,3.75,NA,NA,NA,NA
"dKSaprTg/","/soccer/england/premier-league-2011-2012/tottenham-liverpool-dKSaprTg/",FALSE,2011-09-18,"E0","2012","england","Tottenham","Liverpool",4,0,2.94,3.43,2.7,NA,NA,NA,NA
"dzBrn4bs/","/soccer/england/premier-league-2011-2012/manchester-united-chelsea-dzBrn4bs/",FALSE,2011-09-18,"E0","2012","england","Manchester Utd","Chelsea",3,1,2.06,3.61,4.09,NA,NA,NA,NA
"EB5moODm/","/soccer/england/premier-league-2011-2012/sunderland-stoke-city-EB5moODm/",FALSE,2011-09-18,"E0","2012","england","Sunderland","Stoke City",4,0,2.48,3.25,3.4,NA,NA,NA,NA
"fROGjpjQ/","/soccer/england/premier-league-2011-2012/fulham-manchester-city-fROGjpjQ/",FALSE,2011-09-18,"E0","2012","england","Fulham","Manchester City",2,2,5.3,3.85,1.81,NA,NA,NA,NA
"GIrziGG3/","/soccer/italy/serie-a-2011-2012/parma-chievo-GIrziGG3/",TRUE,2011-09-18,"I1","2012","italy","Parma","Chievo Verona",2,1,2.34,3.2,3.9,NA,NA,NA,NA
"h2MZsRcM/","/soccer/spain/primera-division-2011-2012/getafe-rayo-vallecano-h2MZsRcM/",TRUE,2011-09-18,"SP1","2012","spain","Getafe","Rayo Vallecano",0,1,1.98,3.65,4.4,NA,NA,NA,NA
"K0SBQC1D/","/soccer/germany/bundesliga-2011-2012/hannover-dortmund-K0SBQC1D/",TRUE,2011-09-18,"D1","2012","germany","Hannover 96","Borussia Dortmund",2,1,4.59,4.04,1.9,NA,NA,NA,NA
"MeqWid1c/","/soccer/italy/serie-a-2011-2012/napoli-ac-milan-MeqWid1c/",FALSE,2011-09-18,"I1","2012","italy","Napoli","AC Milan",3,1,2.6,3.3,3.25,NA,NA,NA,NA
"MZ7HxyHG/","/soccer/italy/serie-a-2011-2012/atalanta-palermo-MZ7HxyHG/",TRUE,2011-09-18,"I1","2012","italy","Atalanta","Palermo",1,0,2.27,3.52,3.6,NA,NA,NA,NA
"pAdwtGWD/","/soccer/france/ligue-1-2011-2012/lyon-marseille-pAdwtGWD/",FALSE,2011-09-18,"F1","2012","france","Lyon","Marseille",2,0,2.4,3.3,3.6,NA,NA,NA,NA
"r5pShxni/","/soccer/italy/serie-a-2011-2012/lazio-genoa-r5pShxni/",TRUE,2011-09-18,"I1","2012","italy","Lazio","Genoa",1,2,1.95,3.4,5,NA,NA,NA,NA
"tKfJqmT9/","/soccer/spain/primera-division-2011-2012/ath-bilbao-betis-tKfJqmT9/",TRUE,2011-09-18,"SP1","2012","spain","Athletic Bilbao","Real Betis",2,3,2.04,3.5,4.4,NA,NA,NA,NA
"txjnvf1Q/","/soccer/france/ligue-1-2011-2012/rennes-nancy-txjnvf1Q/",TRUE,2011-09-18,"F1","2012","france","Stade Rennes","AS Nancy Lorraine",1,1,1.74,3.6,6.6,NA,NA,NA,NA
"ULnvjzW9/","/soccer/italy/serie-a-2011-2012/siena-juventus-ULnvjzW9/",TRUE,2011-09-18,"I1","2012","italy","Siena","Juventus",0,1,4.2,3.15,2.24,NA,NA,NA,NA
"WO9qTRrT/","/soccer/spain/primera-division-2011-2012/atl-madrid-santander-WO9qTRrT/",TRUE,2011-09-18,"SP1","2012","spain","Atletico Madrid","Racing Santander",4,0,1.46,4.9,8.6,NA,NA,NA,NA
"zRBvsoDS/","/soccer/spain/primera-division-2011-2012/levante-real-madrid-zRBvsoDS/",TRUE,2011-09-18,"SP1","2012","spain","Levante","Real Madrid",1,0,13,6.5,1.3,NA,NA,NA,NA
"zslhWYgp/","/soccer/italy/serie-a-2011-2012/catania-cesena-zslhWYgp/",TRUE,2011-09-18,"I1","2012","italy","Catania","Cesena",1,0,1.88,3.57,5.3,NA,NA,NA,NA
"EXbpbSSd/","/soccer/spain/primera-division-2011-2012/real-sociedad-granada-cf-EXbpbSSd/",TRUE,2011-09-20,"SP1","2012","spain","Real Sociedad","Granada",1,0,2.1,3.7,3.9,NA,NA,NA,NA
"hOclcnr3/","/soccer/spain/primera-division-2011-2012/villarreal-mallorca-hOclcnr3/",TRUE,2011-09-20,"SP1","2012","spain","Villarreal","Mallorca",2,0,1.75,3.95,5.8,NA,NA,NA,NA
"p01Ezqjd/","/soccer/spain/primera-division-2011-2012/osasuna-sevilla-p01Ezqjd/",TRUE,2011-09-20,"SP1","2012","spain","Osasuna","Sevilla",0,0,2.88,3.5,2.69,NA,NA,NA,NA
"xhgZWBg0/","/soccer/france/ligue-1-2011-2012/bordeaux-lille-xhgZWBg0/",TRUE,2011-09-20,"F1","2012","france","Bordeaux","Lille",1,1,2.88,3.25,2.84,NA,NA,NA,NA
"YNlZ3g09/","/soccer/italy/serie-a-2011-2012/novara-inter-YNlZ3g09/",TRUE,2011-09-20,"I1","2012","italy","Novara","Internazionale",3,1,5.5,3.5,1.89,NA,NA,NA,NA
"692AyPzj/","/soccer/spain/primera-division-2011-2012/valencia-barcelona-692AyPzj/",TRUE,2011-09-21,"SP1","2012","spain","Valencia","Barcelona",2,2,8.19,5,1.47,NA,NA,NA,NA
"80uWsCwj/","/soccer/italy/serie-a-2011-2012/genoa-catania-80uWsCwj/",TRUE,2011-09-21,"I1","2012","italy","Genoa","Catania",3,0,1.96,3.42,5,NA,NA,NA,NA
"8jApU9wJ/","/soccer/france/ligue-1-2011-2012/lorient-auxerre-8jApU9wJ/",TRUE,2011-09-21,"F1","2012","france","Lorient","AJ Auxerre",1,1,2.06,3.3,4.59,NA,NA,NA,NA
"ba7Bnigm/","/soccer/france/ligue-1-2011-2012/st-etienne-toulouse-ba7Bnigm/",TRUE,2011-09-21,"F1","2012","france","St Etienne","Toulouse",1,1,2.64,3.07,3.35,NA,NA,NA,NA
"CEmw3DFF/","/soccer/italy/serie-a-2011-2012/palermo-cagliari-CEmw3DFF/",TRUE,2011-09-21,"I1","2012","italy","Palermo","Cagliari",3,2,2.25,3.3,3.9,NA,NA,NA,NA
"Cn36x5Lq/","/soccer/spain/primera-division-2011-2012/atl-madrid-gijon-Cn36x5Lq/",TRUE,2011-09-21,"SP1","2012","spain","Atletico Madrid","Sporting Gijon",4,0,1.42,5.09,9.6,NA,NA,NA,NA
"fgaelE0M/","/soccer/italy/serie-a-2011-2012/cesena-lazio-fgaelE0M/",TRUE,2011-09-21,"I1","2012","italy","Cesena","Lazio",1,2,3.55,3.36,2.35,NA,NA,NA,NA
"fT3UXivf/","/soccer/france/ligue-1-2011-2012/ac-ajaccio-montpellier-fT3UXivf/",TRUE,2011-09-21,"F1","2012","france","AC Ajaccio","Montpellier",1,3,4.19,3.41,2.12,NA,NA,NA,NA
"GnfU4Zp3/","/soccer/italy/serie-a-2011-2012/ac-milan-udinese-GnfU4Zp3/",TRUE,2011-09-21,"I1","2012","italy","AC Milan","Udinese",1,1,1.72,3.8,6.49,NA,NA,NA,NA
"ID5ukOkq/","/soccer/spain/primera-division-2011-2012/santander-real-madrid-ID5ukOkq/",TRUE,2011-09-21,"SP1","2012","spain","Racing Santander","Real Madrid",0,0,17.72,8.6,1.2,NA,NA,NA,NA
"KzqzsWhd/","/soccer/italy/serie-a-2011-2012/juventus-bologna-KzqzsWhd/",TRUE,2011-09-21,"I1","2012","italy","Juventus","Bologna",1,1,1.32,5.58,14.2,NA,NA,NA,NA
"lQHyggGJ/","/soccer/france/ligue-1-2011-2012/marseille-evian-tg-lQHyggGJ/",TRUE,2011-09-21,"F1","2012","france","Marseille","Evian Thonon Gaillard",2,0,1.44,4.9,10.3,NA,NA,NA,NA
"nochd6c9/","/soccer/spain/primera-division-2011-2012/malaga-ath-bilbao-nochd6c9/",TRUE,2011-09-21,"SP1","2012","spain","Malaga","Athletic Bilbao",1,0,1.68,4.09,6.2,NA,NA,NA,NA
"OS3amYFS/","/soccer/italy/serie-a-2011-2012/chievo-napoli-OS3amYFS/",TRUE,2011-09-21,"I1","2012","italy","Chievo Verona","Napoli",1,0,3.2,3.1,2.74,NA,NA,NA,NA
"pd37mXws/","/soccer/france/ligue-1-2011-2012/paris-sg-nice-pd37mXws/",TRUE,2011-09-21,"F1","2012","france","Paris Saint-Germain","Nice",2,1,1.44,4.7,10,NA,NA,NA,NA
"QLDDg4sS/","/soccer/spain/primera-division-2011-2012/rayo-vallecano-levante-QLDDg4sS/",TRUE,2011-09-21,"SP1","2012","spain","Rayo Vallecano","Levante",1,2,2.25,3.31,3.92,NA,NA,NA,NA
"QyjRrhOq/","/soccer/italy/serie-a-2011-2012/fiorentina-parma-QyjRrhOq/",TRUE,2011-09-21,"I1","2012","italy","Fiorentina","Parma",3,0,1.72,3.7,6.73,NA,NA,NA,NA
"SGGuhDVP/","/soccer/france/ligue-1-2011-2012/nancy-valenciennes-SGGuhDVP/",TRUE,2011-09-21,"F1","2012","france","AS Nancy Lorraine","Valenciennes",1,1,2.7,3.05,3.2,NA,NA,NA,NA
"tOdGoB8g/","/soccer/france/ligue-1-2011-2012/sochaux-rennes-tOdGoB8g/",TRUE,2011-09-21,"F1","2012","france","Sochaux","Stade Rennes",2,6,2.5,3.39,3.25,NA,NA,NA,NA
"UaBtVkOC/","/soccer/france/ligue-1-2011-2012/dijon-brest-UaBtVkOC/",TRUE,2011-09-21,"F1","2012","france","Dijon FCO","Brest",1,0,2.6,3.15,3.25,NA,NA,NA,NA
"xdeQ5FVd/","/soccer/italy/serie-a-2011-2012/lecce-atalanta-xdeQ5FVd/",TRUE,2011-09-21,"I1","2012","italy","Lecce","Atalanta",1,2,2.58,3.2,3.35,NA,NA,NA,NA
"zwCxWV86/","/soccer/france/ligue-1-2011-2012/caen-lyon-zwCxWV86/",FALSE,2011-09-21,"F1","2012","france","Caen","Lyon",1,0,4.09,3.25,2.24,NA,NA,NA,NA
"0l1deQCF/","/soccer/spain/primera-division-2011-2012/betis-zaragoza-0l1deQCF/",TRUE,2011-09-22,"SP1","2012","spain","Real Betis","Real Zaragoza",4,3,1.7,4.09,6,NA,NA,NA,NA
"6yms2XUL/","/soccer/italy/serie-a-2011-2012/as-roma-siena-6yms2XUL/",TRUE,2011-09-22,"I1","2012","italy","AS Roma","Siena",1,1,1.63,4,7.4,NA,NA,NA,NA
"rDj1fpSL/","/soccer/spain/primera-division-2011-2012/espanyol-getafe-rDj1fpSL/",TRUE,2011-09-22,"SP1","2012","spain","Espanyol","Getafe",1,0,2.46,3.35,3.37,NA,NA,NA,NA
"OKJBQ37U/","/soccer/germany/bundesliga-2011-2012/vfb-stuttgart-hamburger-OKJBQ37U/",TRUE,2011-09-23,"D1","2012","germany","VfB Stuttgart","Hamburg SV",1,2,1.56,5,6.23,NA,NA,NA,NA
"00o3l4Ui/","/soccer/france/ligue-1-2011-2012/nice-dijon-00o3l4Ui/",TRUE,2011-09-24,"F1","2012","france","Nice","Dijon FCO",1,1,1.88,3.4,5.5,NA,NA,NA,NA
